trip_month,pickup_borough,dropoff_borough,trip_count,avg_trip_distance,avg_total_amount,total_revenue
2016-06-01 00:00:00,Bronx,Staten Island,1,22.39,78.42,78.42
2014-08-01 00:00:00,Staten Island,Queens,6,22.69,78.2,469.22
2015-02-01 00:00:00,EWR,N/A,6,3.43,9.47,56.8
2015-02-01 00:00:00,Staten Island,EWR,2,12.42,83.0,166.0
2018-06-01 00:00:00,EWR,Brooklyn,4,23.12,112.58,450.31
2018-06-01 00:00:00,Bronx,Unknown,3,2.97,19.63,58.9
2015-04-01 00:00:00,EWR,Queens,2,14.15,33.82,67.64
2017-11-01 00:00:00,EWR,Queens,3,34.83,146.47,439.42
2015-05-01 00:00:00,EWR,Staten Island,1,12.5,72.05,72.05
2016-11-01 00:00:00,Staten Island,Queens,2,25.84,94.88,189.76
2014-10-01 00:00:00,EWR,Brooklyn,1,18.9,0.01,0.01
2016-06-01 00:00:00,EWR,Queens,1,23.5,106.79,106.79
2014-01-01 00:00:00,Queens,EWR,458,27.29,118.44,54245.85
2014-01-01 00:00:00,N/A,Brooklyn,92,7.23,30.2,2778.3
2014-02-01 00:00:00,Bronx,Queens,371,9.93,37.17,13788.45
2014-03-01 00:00:00,Unknown,Brooklyn,416,7.42,29.47,12260.42
2014-04-01 00:00:00,Manhattan,Brooklyn,495339,5.97,25.5,12630445.88
2014-04-01 00:00:00,Unknown,Queens,967,9.92,38.56,37290.01
2014-05-01 00:00:00,Brooklyn,Manhattan,117854,5.05,22.51,2652565.82
2014-05-01 00:00:00,Queens,Brooklyn,97014,12.53,42.75,4147663.0
2014-05-01 00:00:00,Staten Island,Brooklyn,17,10.76,39.01,663.23
2014-06-01 00:00:00,Bronx,Manhattan,3484,4.36,18.45,64296.7
2014-06-01 00:00:00,N/A,N/A,4141,4.47,47.27,195735.22
2014-06-01 00:00:00,Unknown,EWR,65,16.2,84.93,5520.33
2014-07-01 00:00:00,Manhattan,Brooklyn,423875,5.9,25.19,10679162.91
2014-07-01 00:00:00,Unknown,Brooklyn,1814,5.98,24.73,44853.13
2014-07-01 00:00:00,N/A,Queens,192,10.59,43.59,8369.18
2014-07-01 00:00:00,Bronx,Brooklyn,120,14.11,47.45,5693.99
2014-07-01 00:00:00,Queens,EWR,559,28.4,124.89,69812.27
2014-08-01 00:00:00,Unknown,Unknown,280875,3.13,14.73,4136870.16
2014-08-01 00:00:00,Bronx,Bronx,5054,2.88,13.32,67315.47
2014-08-01 00:00:00,Brooklyn,Brooklyn,171768,2.58,12.58,2161436.19
2014-08-01 00:00:00,Queens,Unknown,2540,6.52,30.41,77228.77
2014-08-01 00:00:00,N/A,Brooklyn,49,9.14,35.61,1745.01
2014-09-01 00:00:00,Queens,Brooklyn,92826,193.63,42.82,3974757.39
2014-09-01 00:00:00,Unknown,Manhattan,25899,2.51,14.1,365167.88
2014-09-01 00:00:00,Manhattan,Unknown,8349,2.69,15.95,133172.85
2014-09-01 00:00:00,Brooklyn,Bronx,574,15.25,50.41,28936.27
2014-09-01 00:00:00,N/A,Manhattan,814,4.09,21.14,17210.16
2014-10-01 00:00:00,Manhattan,EWR,21412,17.35,89.82,1923169.18
2014-10-01 00:00:00,Bronx,Bronx,4052,2.38,11.55,46804.71
2014-10-01 00:00:00,Unknown,EWR,71,14.99,89.85,6379.68
2014-11-01 00:00:00,Manhattan,Manhattan,11019754,13.33,12.13,133652794.4
2014-11-01 00:00:00,Bronx,Bronx,4801,2.47,11.81,56718.4
2014-11-01 00:00:00,N/A,EWR,128,9.18,79.21,10139.3
2014-12-01 00:00:00,Queens,N/A,7395,19.22,86.94,642925.25
2014-12-01 00:00:00,Bronx,Queens,314,10.11,37.79,11866.8
2014-12-01 00:00:00,Queens,Staten Island,526,26.49,88.81,46711.93
2014-12-01 00:00:00,Brooklyn,Bronx,520,15.63,50.9,26465.98
2015-01-01 00:00:00,Queens,Queens,172028,14.38,19.35,3328520.93
2015-01-01 00:00:00,Manhattan,Unknown,4687,2.3,15.69,73539.05
2015-01-01 00:00:00,EWR,Queens,4,30.65,125.29,501.15
2015-02-01 00:00:00,Queens,Bronx,8385,14.68,50.54,423784.02
2015-02-01 00:00:00,Staten Island,Queens,4,22.57,108.86,435.44
2015-03-01 00:00:00,Queens,Queens,188056,13.53,20.03,3766772.86
2015-03-01 00:00:00,N/A,Bronx,30,16.28,26.3,789.12
2015-03-01 00:00:00,Unknown,EWR,69,15.6,92.19,6360.94
2015-04-01 00:00:00,Queens,Unknown,805,8.47,39.89,32114.08
2015-04-01 00:00:00,EWR,EWR,216,5.75,77.27,16689.94
2015-04-01 00:00:00,Staten Island,Staten Island,76,4.13,17.08,1297.77
2015-04-01 00:00:00,N/A,Brooklyn,39,13.85,30.0,1169.83
2015-05-01 00:00:00,Manhattan,Brooklyn,463110,42.27,26.68,12356949.19
2015-05-01 00:00:00,N/A,Unknown,40,1.87,82.13,3285.25
2015-05-01 00:00:00,Bronx,Unknown,12,1.16,17.01,204.11
2015-06-01 00:00:00,Queens,Queens,182754,5.27,20.93,3824310.66
2015-06-01 00:00:00,Unknown,Unknown,140503,53.5,15.91,2235805.83
2015-06-01 00:00:00,Bronx,N/A,167,11.95,69.96,11683.31
2015-07-01 00:00:00,Manhattan,Brooklyn,371864,6.01,26.5,9855694.55
2015-07-01 00:00:00,Queens,Queens,181478,9.92,20.86,3784952.88
2015-08-01 00:00:00,N/A,Unknown,39,1.66,61.22,2387.72
2015-09-01 00:00:00,Brooklyn,Brooklyn,132183,2.32,12.73,1682031.48
2015-09-01 00:00:00,Unknown,Unknown,115575,9.37,16.09,1859943.79
2015-10-01 00:00:00,Unknown,N/A,120,9.26,82.82,9938.57
2015-10-01 00:00:00,Brooklyn,Unknown,83,4.19,18.76,1557.23
2015-10-01 00:00:00,N/A,Unknown,46,1.96,61.58,2832.77
2015-11-01 00:00:00,Manhattan,Manhattan,9360128,4.81,12.52,117226713.11
2015-11-01 00:00:00,Brooklyn,Manhattan,48644,5.05,23.06,1121873.24
2015-11-01 00:00:00,N/A,Manhattan,375,4.94,25.01,9380.12
2016-01-01 00:00:00,Brooklyn,Manhattan,46728,5.13,23.05,1077066.0
2016-01-01 00:00:00,Queens,Queens,161441,15.6,20.74,3348701.53
2016-01-01 00:00:00,N/A,Queens,75,11.45,43.91,3292.91
2016-01-01 00:00:00,Unknown,EWR,48,14.19,93.48,4487.04
2016-02-01 00:00:00,Brooklyn,Queens,10609,7.87,29.58,313848.36
2016-02-01 00:00:00,Unknown,Manhattan,19211,2.15,13.82,265492.33
2016-02-01 00:00:00,EWR,Unknown,1,0.06,115.3,115.3
2016-03-01 00:00:00,Unknown,EWR,55,16.24,94.76,5211.76
2016-05-01 00:00:00,Brooklyn,Staten Island,123,14.16,58.98,7255.1
2016-05-01 00:00:00,Brooklyn,N/A,184,19.19,94.55,17397.98
2016-06-01 00:00:00,Queens,Manhattan,389907,12.88,51.55,20100117.66
2016-06-01 00:00:00,Unknown,Brooklyn,1085,6.12,27.18,29489.2
2016-06-01 00:00:00,EWR,EWR,228,5.89,81.26,18527.77
2016-08-01 00:00:00,EWR,EWR,213,4.48,83.64,17815.98
2016-08-01 00:00:00,N/A,Queens,76,12.82,48.5,3685.87
2016-09-01 00:00:00,Unknown,Brooklyn,995,6.09,27.82,27681.08
2016-09-01 00:00:00,Brooklyn,N/A,182,20.81,98.87,17994.04
2016-09-01 00:00:00,Brooklyn,Staten Island,87,13.19,56.3,4898.42
2016-10-01 00:00:00,Unknown,Brooklyn,1021,6.37,27.95,28535.94
2016-10-01 00:00:00,Bronx,Brooklyn,109,17.04,60.28,6570.56
2016-10-01 00:00:00,Brooklyn,Unknown,63,4.12,21.17,1333.8
2016-11-01 00:00:00,Brooklyn,N/A,158,19.68,106.94,16896.38
2016-11-01 00:00:00,Brooklyn,Staten Island,66,16.36,66.86,4412.56
2016-12-01 00:00:00,Unknown,Unknown,163019,2.85,16.19,2638655.54
2016-12-01 00:00:00,Bronx,N/A,113,16.2,69.85,7893.42
2016-12-01 00:00:00,Brooklyn,Unknown,51,5.51,26.43,1348.06
2017-01-01 00:00:00,Manhattan,Manhattan,8179405,1.83,11.91,97425553.11
2017-01-01 00:00:00,Queens,Manhattan,297841,13.38,52.16,15536167.8
2017-02-01 00:00:00,Bronx,N/A,103,15.56,69.94,7203.8
2017-02-01 00:00:00,Manhattan,N/A,7650,13.67,76.85,587912.18
2017-02-01 00:00:00,Manhattan,Staten Island,1312,18.94,77.95,102275.52
2017-03-01 00:00:00,Queens,Bronx,9332,15.54,54.59,509443.17
2017-03-01 00:00:00,Unknown,Brooklyn,916,6.09,27.53,25221.98
2017-03-01 00:00:00,Manhattan,Unknown,2968,2.82,16.7,49550.99
2017-03-01 00:00:00,Brooklyn,Unknown,63,3.22,20.35,1282.11
2017-04-01 00:00:00,Unknown,Queens,1272,6.71,37.27,47411.14
2017-04-01 00:00:00,Manhattan,N/A,9289,13.96,79.77,740969.7
2017-04-01 00:00:00,Manhattan,Staten Island,1469,19.13,79.7,117086.55
2017-04-01 00:00:00,Brooklyn,Bronx,403,15.26,50.8,20474.29
2017-04-01 00:00:00,Queens,EWR,531,32.14,142.99,75929.89
2017-04-01 00:00:00,N/A,Brooklyn,24,12.2,43.43,1042.37
2017-05-01 00:00:00,Queens,Bronx,10248,15.33,55.67,570468.0
2017-05-01 00:00:00,Bronx,Queens,245,10.56,40.56,9938.02
2017-05-01 00:00:00,Unknown,EWR,82,10.75,94.32,7734.14
2017-05-01 00:00:00,Brooklyn,Staten Island,55,13.74,56.48,3106.17
2017-05-01 00:00:00,Brooklyn,N/A,134,22.41,110.26,14774.82
2017-06-01 00:00:00,Manhattan,Manhattan,8038220,1.89,12.63,101517771.45
2017-06-01 00:00:00,Brooklyn,Manhattan,40528,5.07,23.49,952051.31
2017-06-01 00:00:00,Bronx,Queens,268,10.93,42.96,11513.45
2017-06-01 00:00:00,Unknown,Bronx,126,7.71,32.63,4111.83
2017-07-01 00:00:00,Manhattan,Bronx,41428,8.6,31.06,1286772.8
2017-07-01 00:00:00,N/A,Unknown,5,5.44,29.39,146.93
2017-08-01 00:00:00,Manhattan,Brooklyn,231851,6.08,27.19,6303630.99
2017-08-01 00:00:00,Bronx,Bronx,3585,2.82,14.43,51738.22
2017-08-01 00:00:00,N/A,Bronx,23,11.29,31.89,733.47
2017-09-01 00:00:00,Manhattan,Queens,297760,10.56,42.94,12784956.58
2017-09-01 00:00:00,Queens,Bronx,8692,15.36,54.1,470210.89
2017-09-01 00:00:00,Staten Island,Brooklyn,11,8.32,25.98,285.83
2017-09-01 00:00:00,Brooklyn,EWR,106,18.61,104.06,11030.53
2017-09-01 00:00:00,N/A,Queens,64,14.27,51.01,3264.85
2017-10-01 00:00:00,Brooklyn,Brooklyn,76538,2.17,12.51,957764.67
2017-10-01 00:00:00,Queens,Unknown,401,12.5,49.86,19993.73
2017-12-01 00:00:00,Queens,Brooklyn,73833,12.82,45.49,3358693.54
2017-12-01 00:00:00,Manhattan,N/A,9678,14.24,81.94,793041.19
2017-12-01 00:00:00,Manhattan,Staten Island,1490,19.36,80.26,119581.85
2017-12-01 00:00:00,Unknown,Brooklyn,903,6.59,28.64,25864.18
2017-12-01 00:00:00,Bronx,Manhattan,2077,3.93,17.81,36986.88
2017-11-01 00:00:00,Manhattan,Manhattan,7792702,1.85,12.6,98152803.24
2017-12-01 00:00:00,Brooklyn,EWR,104,18.15,97.42,10132.12
2017-12-01 00:00:00,EWR,N/A,13,8.92,62.26,809.38
2018-01-01 00:00:00,Queens,N/A,8760,20.77,96.08,841647.46
2018-01-01 00:00:00,Queens,Staten Island,452,26.03,90.05,40700.34
2018-02-01 00:00:00,Unknown,Manhattan,15560,2.06,14.34,223135.38
2018-02-01 00:00:00,Manhattan,N/A,6039,13.92,79.36,479270.82
2018-02-01 00:00:00,Manhattan,Staten Island,1076,19.09,78.06,83989.82
2018-02-01 00:00:00,EWR,Staten Island,1,14.59,50.8,50.8
2018-03-01 00:00:00,Manhattan,Brooklyn,239581,6.28,28.26,6771255.79
2018-03-01 00:00:00,Unknown,Brooklyn,841,6.29,28.67,24114.73
2018-03-01 00:00:00,N/A,Queens,95,10.48,40.49,3846.8
2018-03-01 00:00:00,Staten Island,Queens,5,25.74,91.03,455.13
2018-04-01 00:00:00,Manhattan,Manhattan,7796979,1.85,12.36,96401934.16
2018-04-01 00:00:00,Queens,Bronx,9474,15.31,54.16,513154.24
2018-04-01 00:00:00,Unknown,Queens,1349,6.57,39.23,52914.53
2018-04-01 00:00:00,Staten Island,Brooklyn,20,13.09,50.81,1016.24
2018-06-01 00:00:00,Manhattan,Queens,285604,10.58,43.26,12355680.57
2018-05-01 00:00:00,Brooklyn,Brooklyn,75747,2.31,13.0,984643.01
2018-05-01 00:00:00,Manhattan,Staten Island,1282,19.56,81.15,104034.19
2018-05-01 00:00:00,Manhattan,N/A,7962,14.53,83.03,661096.12
2018-06-01 00:00:00,Bronx,Manhattan,3645,6.63,26.74,97456.51
2018-06-01 00:00:00,Unknown,N/A,87,7.26,82.64,7189.47
2018-06-01 00:00:00,N/A,Bronx,27,6.55,34.04,919.17
2018-06-01 00:00:00,Brooklyn,Unknown,82,3.86,18.82,1543.27
2018-07-01 00:00:00,Manhattan,EWR,13464,17.67,96.61,1300727.37
2018-07-01 00:00:00,Queens,N/A,9407,21.29,97.02,912706.79
2018-07-01 00:00:00,Queens,Staten Island,611,26.74,91.36,55820.84
2018-07-01 00:00:00,N/A,N/A,1478,6.28,62.14,91838.82
2018-07-01 00:00:00,Staten Island,Brooklyn,39,13.54,51.28,1999.8
2014-07-01 00:00:00,EWR,N/A,14,10.92,39.33,550.61
2014-08-01 00:00:00,Staten Island,EWR,2,14.96,131.1,262.19
2015-08-01 00:00:00,Bronx,Unknown,12,0.26,14.3,171.6
2015-10-01 00:00:00,Unknown,Staten Island,4,16.55,64.74,258.97
2015-11-01 00:00:00,EWR,Manhattan,12,27.07,78.0,936.04
2015-12-01 00:00:00,Queens,N/A,7795,19.63,88.77,691935.28
2015-12-01 00:00:00,Bronx,Manhattan,3015,3.91,17.1,51543.8
2015-12-01 00:00:00,Queens,Staten Island,501,26.57,90.8,45488.39
2015-12-01 00:00:00,N/A,Unknown,28,1.33,84.1,2354.75
2016-09-01 00:00:00,Staten Island,Manhattan,6,11.53,43.11,258.64
2016-12-01 00:00:00,N/A,Unknown,9,0.96,58.01,522.11
2016-12-01 00:00:00,Bronx,Staten Island,1,34.81,109.42,109.42
2017-11-01 00:00:00,N/A,N/A,1566,6.48,69.49,108819.38
2017-11-01 00:00:00,EWR,EWR,194,5.96,84.12,16319.1
2018-02-01 00:00:00,EWR,N/A,5,5.79,77.37,386.85
2018-05-01 00:00:00,EWR,N/A,15,9.65,59.53,892.91
2018-07-01 00:00:00,N/A,Staten Island,2,26.44,86.06,172.12
2014-05-01 00:00:00,N/A,Brooklyn,75,10.0,42.49,3187.01
2015-04-01 00:00:00,Bronx,Unknown,11,2.34,17.72,194.96
2015-04-01 00:00:00,Staten Island,N/A,5,23.75,117.7,588.5
2015-07-01 00:00:00,Staten Island,Queens,4,27.74,78.84,315.36
2015-10-01 00:00:00,Staten Island,EWR,3,12.16,96.63,289.9
2016-01-01 00:00:00,EWR,Queens,4,32.63,131.86,527.43
2016-05-01 00:00:00,Bronx,Unknown,10,2.48,41.1,411.0
2017-02-01 00:00:00,Staten Island,Brooklyn,8,10.72,39.42,315.35
2014-01-01 00:00:00,Bronx,Unknown,25,4.16,19.04,475.95
2014-09-01 00:00:00,EWR,N/A,10,10.18,70.43,704.34
2015-03-01 00:00:00,EWR,Manhattan,8,13.66,70.36,562.89
2015-08-01 00:00:00,EWR,Queens,3,34.53,151.39,454.18
2016-09-01 00:00:00,EWR,Queens,4,34.68,154.78,619.11
2017-03-01 00:00:00,EWR,Unknown,2,0.06,111.18,222.36
2017-05-01 00:00:00,EWR,Queens,3,34.93,130.75,392.24
2014-05-01 00:00:00,EWR,Unknown,19,6.04,89.32,1697.16
2014-12-01 00:00:00,EWR,Manhattan,12,13.62,68.68,824.21
2016-01-01 00:00:00,Staten Island,Queens,3,26.61,83.02,249.05
2016-11-01 00:00:00,Staten Island,EWR,2,11.5,118.73,237.45
2017-10-01 00:00:00,N/A,Unknown,2,2.34,16.43,32.86
2017-11-01 00:00:00,N/A,Staten Island,1,21.7,69.8,69.8
2018-06-01 00:00:00,Unknown,Staten Island,6,20.61,77.36,464.16
2018-02-01 00:00:00,N/A,Unknown,1,1.9,23.5,23.5
2018-03-01 00:00:00,EWR,Queens,2,30.05,145.23,290.45
2015-06-01 00:00:00,Bronx,Staten Island,1,33.3,102.5,102.5
2016-04-01 00:00:00,Bronx,EWR,2,25.81,114.48,228.96
2016-05-01 00:00:00,EWR,Manhattan,9,17.23,104.04,936.4
2014-05-01 00:00:00,Bronx,EWR,5,24.95,125.69,628.44
2015-12-01 00:00:00,Staten Island,Unknown,1,0.67,92.68,92.68
2014-02-01 00:00:00,Staten Island,Unknown,2,0.33,52.44,104.88
2016-11-01 00:00:00,EWR,Brooklyn,1,19.4,90.8,90.8
2019-09-01 00:00:00,Manhattan,Manhattan,5,1.45,10.65,53.26
2014-01-01 00:00:00,Manhattan,Manhattan,11571744,1.93,11.46,132557755.81
2014-01-01 00:00:00,EWR,EWR,166,4.44,84.35,14002.02
2014-01-01 00:00:00,Brooklyn,EWR,200,17.18,88.27,17653.54
2014-02-01 00:00:00,Unknown,Unknown,175017,2.67,14.44,2528062.44
2014-02-01 00:00:00,Brooklyn,Unknown,314,3.43,17.85,5604.55
2014-02-01 00:00:00,N/A,Queens,170,10.96,45.76,7780.03
2014-02-01 00:00:00,EWR,N/A,14,7.85,50.41,705.7
2014-03-01 00:00:00,Queens,Bronx,9097,14.34,48.85,444388.9
2014-03-01 00:00:00,Brooklyn,Manhattan,130662,4.91,21.56,2817361.73
2014-03-01 00:00:00,Manhattan,Unknown,9875,2.55,16.66,164555.08
2014-03-01 00:00:00,N/A,Manhattan,1570,3.25,17.28,27122.06
2014-03-01 00:00:00,EWR,Manhattan,36,7.65,32.62,1174.34
2014-04-01 00:00:00,Queens,Unknown,1436,6.66,32.3,46388.58
2014-04-01 00:00:00,Brooklyn,Staten Island,137,13.82,57.23,7840.54
2014-04-01 00:00:00,Brooklyn,N/A,312,14.22,78.94,24628.87
2014-04-01 00:00:00,Bronx,Queens,412,9.38,35.9,14792.29
2014-04-01 00:00:00,N/A,Unknown,113,5.76,51.72,5843.8
2014-05-01 00:00:00,Manhattan,Queens,546062,10.28,40.19,21947494.36
2014-06-01 00:00:00,Manhattan,N/A,15431,11.73,75.02,1157602.37
2014-06-01 00:00:00,Queens,Unknown,1360,6.84,34.4,46790.42
2014-06-01 00:00:00,Manhattan,Staten Island,1908,18.61,74.99,143074.85
2014-06-01 00:00:00,Brooklyn,N/A,232,16.36,88.29,20483.4
2014-06-01 00:00:00,Brooklyn,Staten Island,108,12.98,55.53,5996.88
2014-07-01 00:00:00,Brooklyn,Staten Island,97,13.2,56.0,5432.01
2014-07-01 00:00:00,Staten Island,Manhattan,27,8.06,32.11,866.84
2014-07-01 00:00:00,Brooklyn,N/A,233,15.85,86.28,20104.36
2014-08-01 00:00:00,Manhattan,Unknown,15999,2.76,15.64,250231.92
2014-09-01 00:00:00,Bronx,Queens,336,10.15,38.26,12854.07
2014-09-01 00:00:00,Staten Island,Manhattan,23,11.66,44.76,1029.52
2014-10-01 00:00:00,Brooklyn,Queens,19851,50.19,29.92,593845.94
2014-10-01 00:00:00,N/A,N/A,3960,4.81,49.45,195840.47
2014-10-01 00:00:00,Queens,Unknown,1126,7.53,36.76,41389.17
2014-11-01 00:00:00,Brooklyn,Manhattan,81234,5.05,22.77,1849433.43
2014-11-01 00:00:00,Unknown,Manhattan,22024,2.31,13.74,302615.15
2014-11-01 00:00:00,Staten Island,Staten Island,74,3.85,19.41,1435.99
2014-11-01 00:00:00,Queens,Unknown,915,7.84,37.44,34256.32
2014-11-01 00:00:00,Staten Island,N/A,9,22.22,66.77,600.93
2014-12-01 00:00:00,Unknown,Brooklyn,1336,6.01,25.31,33819.16
2015-01-01 00:00:00,N/A,N/A,4052,4.23,40.91,165779.07
2015-01-01 00:00:00,Brooklyn,Bronx,417,15.44,49.81,20768.98
2015-01-01 00:00:00,Bronx,Brooklyn,99,14.35,47.98,4750.38
2015-02-01 00:00:00,Manhattan,Queens,402474,27.66,39.06,15721183.59
2015-02-01 00:00:00,Bronx,Queens,361,10.0,38.59,13931.41
2015-03-01 00:00:00,Manhattan,Queens,467769,22.88,39.94,18681776.01
2015-03-01 00:00:00,Brooklyn,N/A,206,15.47,83.18,17136.09
2015-03-01 00:00:00,Staten Island,Staten Island,201,3.12,17.45,3507.66
2015-03-01 00:00:00,Brooklyn,Staten Island,134,13.71,55.92,7493.38
2015-03-01 00:00:00,Staten Island,N/A,13,33.7,85.74,1114.63
2015-04-01 00:00:00,Manhattan,Bronx,59839,8.86,31.83,1904784.2
2015-04-01 00:00:00,Brooklyn,N/A,183,17.21,90.68,16593.67
2015-04-01 00:00:00,Unknown,N/A,110,8.42,72.28,7950.78
2015-04-01 00:00:00,Brooklyn,Staten Island,82,13.21,54.34,4456.12
2015-05-01 00:00:00,Brooklyn,Brooklyn,184067,2.36,12.9,2375044.12
2015-05-01 00:00:00,Queens,Unknown,833,7.42,38.74,32267.8
2015-06-01 00:00:00,Manhattan,Brooklyn,391312,64.72,26.73,10457991.59
2015-06-01 00:00:00,Brooklyn,Manhattan,62391,5.07,23.55,1469181.94
2015-06-01 00:00:00,EWR,Manhattan,5,16.05,85.82,429.12
2015-06-01 00:00:00,N/A,Brooklyn,35,8.41,42.35,1482.27
2015-07-01 00:00:00,Brooklyn,Queens,13879,8.02,29.87,414516.32
2015-07-01 00:00:00,Bronx,Queens,334,11.98,37.98,12686.78
2015-08-01 00:00:00,Manhattan,Queens,408171,11.08,40.28,16439250.04
2015-08-01 00:00:00,Unknown,Queens,1545,8.13,35.5,54853.5
2015-08-01 00:00:00,Brooklyn,Bronx,457,16.9,50.93,23275.15
2015-09-01 00:00:00,N/A,Manhattan,499,5.33,27.26,13603.17
2015-09-01 00:00:00,Manhattan,EWR,17685,17.29,91.35,1615582.99
2015-10-01 00:00:00,Manhattan,Queens,447600,10.36,41.69,18660671.99
2015-10-01 00:00:00,EWR,EWR,280,6.38,80.11,22430.32
2015-10-01 00:00:00,Bronx,Queens,262,11.02,42.46,11123.54
2015-10-01 00:00:00,Queens,EWR,519,31.56,136.25,70714.43
2015-11-01 00:00:00,Queens,Bronx,9284,14.85,51.99,482694.74
2016-01-01 00:00:00,Manhattan,N/A,9910,13.13,76.22,755326.49
2016-01-01 00:00:00,Manhattan,Staten Island,1471,19.08,78.23,115075.24
2016-01-01 00:00:00,Bronx,Unknown,20,3.64,21.08,421.6
2016-02-01 00:00:00,Manhattan,Staten Island,1548,18.85,77.83,120487.69
2016-02-01 00:00:00,Manhattan,N/A,10572,13.27,78.59,830871.05
2016-02-01 00:00:00,Queens,EWR,453,30.73,135.26,61271.45
2016-02-01 00:00:00,Bronx,Queens,213,10.6,41.19,8772.54
2016-02-01 00:00:00,Staten Island,Manhattan,6,10.3,52.17,312.99
2016-03-01 00:00:00,Manhattan,Bronx,60556,8.84,31.64,1915751.43
2016-03-01 00:00:00,Brooklyn,Manhattan,56581,5.06,22.85,1292609.0
2016-03-01 00:00:00,Queens,Bronx,10109,14.91,52.22,527868.92
2016-03-01 00:00:00,Staten Island,Staten Island,563,2.77,16.05,9036.39
2016-03-01 00:00:00,Bronx,N/A,130,14.71,66.61,8658.76
2016-03-01 00:00:00,N/A,EWR,74,10.1,85.31,6312.64
2016-03-01 00:00:00,EWR,Manhattan,14,17.38,78.87,1104.17
2016-03-01 00:00:00,Staten Island,N/A,5,29.72,187.9,939.5
2016-04-01 00:00:00,Brooklyn,Brooklyn,139408,2.24,12.59,1755421.6
2016-04-01 00:00:00,N/A,Brooklyn,26,22.02,78.25,2034.41
2016-04-01 00:00:00,Queens,EWR,417,32.21,140.95,58774.27
2016-05-01 00:00:00,Manhattan,Manhattan,9739655,3.13,12.64,123075166.86
2016-05-01 00:00:00,Queens,Brooklyn,97340,12.77,44.88,4368471.11
2016-05-01 00:00:00,N/A,N/A,3271,5.81,57.13,186886.2
2016-05-01 00:00:00,Unknown,EWR,74,13.54,91.52,6772.77
2016-06-01 00:00:00,Bronx,Bronx,5023,2.64,14.05,70566.99
2016-06-01 00:00:00,Manhattan,Bronx,54207,8.83,32.17,1743868.66
2016-06-01 00:00:00,N/A,N/A,3128,5.78,57.62,180248.71
2016-06-01 00:00:00,Brooklyn,EWR,125,18.75,99.53,12441.27
2016-06-01 00:00:00,N/A,Staten Island,2,10.2,75.98,151.96
2016-07-01 00:00:00,Manhattan,Manhattan,8500393,2.02,12.54,106553944.56
2016-07-01 00:00:00,Queens,N/A,10689,20.97,95.21,1017681.25
2016-07-01 00:00:00,Queens,Staten Island,767,26.84,91.35,70067.24
2016-07-01 00:00:00,N/A,Manhattan,333,5.24,29.23,9734.78
2016-07-01 00:00:00,Brooklyn,Unknown,52,4.11,22.52,1171.29
2016-07-01 00:00:00,Unknown,EWR,63,12.28,102.36,6448.7
2016-07-01 00:00:00,Staten Island,Queens,10,22.21,81.43,814.34
2016-08-01 00:00:00,Queens,N/A,10417,20.39,91.24,950465.0
2016-08-01 00:00:00,Brooklyn,Brooklyn,100019,2.31,12.81,1281313.85
2016-08-01 00:00:00,Manhattan,Unknown,3026,2.72,16.79,50791.6
2016-08-01 00:00:00,Bronx,Manhattan,2857,3.99,17.73,50656.96
2016-08-01 00:00:00,Unknown,Queens,1445,7.7,37.0,53465.29
2016-08-01 00:00:00,Queens,Staten Island,770,26.59,89.61,69001.03
2016-09-01 00:00:00,N/A,Queens,78,15.16,61.27,4778.86
2016-10-01 00:00:00,Manhattan,Queens,373525,10.41,42.04,15704301.57
2016-10-01 00:00:00,Queens,Brooklyn,86491,13.02,45.56,3940863.65
2016-10-01 00:00:00,N/A,Brooklyn,43,9.62,42.96,1847.29
2016-11-01 00:00:00,Manhattan,Manhattan,8448795,1.9,12.8,108118948.31
2016-11-01 00:00:00,Queens,Queens,141397,5.24,21.45,3033027.52
2016-11-01 00:00:00,Unknown,Manhattan,17420,2.19,15.17,264277.46
2016-11-01 00:00:00,Bronx,N/A,128,10.92,57.81,7399.73
2016-11-01 00:00:00,N/A,Bronx,24,12.03,50.78,1218.79
2016-12-01 00:00:00,Manhattan,Queens,356223,10.32,41.91,14928062.1
2016-12-01 00:00:00,Queens,Unknown,415,11.26,48.3,20043.35
2017-01-01 00:00:00,Bronx,Queens,197,10.98,41.62,8199.37
2017-02-01 00:00:00,Brooklyn,Manhattan,34819,4.99,22.82,794428.29
2017-02-01 00:00:00,Queens,N/A,6915,20.12,90.62,626669.0
2017-02-01 00:00:00,Queens,Staten Island,408,26.64,90.84,37062.28
2017-02-01 00:00:00,N/A,Manhattan,161,6.57,33.78,5438.58
2017-03-01 00:00:00,Bronx,Brooklyn,99,15.3,50.53,5002.73
2017-04-01 00:00:00,Staten Island,Staten Island,444,2.58,16.65,7391.86
2017-05-01 00:00:00,Manhattan,Bronx,45931,8.63,31.62,1452452.34
2017-05-01 00:00:00,N/A,Queens,68,12.37,45.49,3092.98
2017-06-01 00:00:00,N/A,N/A,1912,6.16,68.9,131737.62
2017-06-01 00:00:00,EWR,EWR,226,5.68,83.48,18866.4
2017-07-01 00:00:00,Brooklyn,Bronx,303,15.17,50.86,15410.89
2017-07-01 00:00:00,Bronx,Brooklyn,69,15.1,52.88,3648.8
2017-07-01 00:00:00,Queens,Unknown,412,12.28,47.77,19680.33
