trip_month,pickup_borough,dropoff_borough,trip_count,avg_trip_distance,avg_total_amount,total_revenue
2018-07-01 00:00:00,Queens,Unknown,463,12.43,48.84,22614.5
2018-07-01 00:00:00,Bronx,Queens,486,13.14,49.07,23846.33
2014-01-01 00:00:00,Bronx,N/A,105,10.4,57.8,6069.34
2014-03-01 00:00:00,N/A,Bronx,40,7.62,26.48,1059.0
2014-03-01 00:00:00,EWR,Bronx,1,23.9,89.5,89.5
2014-03-01 00:00:00,Unknown,EWR,35,16.65,86.48,3026.95
2014-07-01 00:00:00,EWR,Unknown,10,11.4,94.89,948.85
2014-07-01 00:00:00,Bronx,EWR,3,22.27,97.2,291.6
2014-08-01 00:00:00,Unknown,Staten Island,13,21.28,73.2,951.65
2015-02-01 00:00:00,EWR,Manhattan,12,17.32,89.91,1078.93
2015-05-01 00:00:00,Staten Island,Manhattan,9,5.51,24.48,220.28
2015-12-01 00:00:00,N/A,N/A,3379,4.99,53.69,181410.52
2015-12-01 00:00:00,Brooklyn,Queens,11893,8.04,30.25,359822.36
2015-12-01 00:00:00,Queens,Unknown,736,9.02,40.6,29882.05
2015-12-01 00:00:00,Staten Island,Staten Island,66,3.07,20.86,1376.91
2015-12-01 00:00:00,Staten Island,N/A,14,26.79,353.74,4952.37
2016-06-01 00:00:00,Staten Island,Queens,3,15.31,60.11,180.32
2016-08-01 00:00:00,EWR,Brooklyn,1,16.4,54.8,54.8
2016-12-01 00:00:00,N/A,Staten Island,4,18.13,86.25,344.99
2017-01-01 00:00:00,EWR,N/A,10,5.99,52.66,526.58
2017-07-01 00:00:00,EWR,Queens,3,29.63,112.9,338.71
2018-01-01 00:00:00,EWR,Manhattan,12,15.83,82.44,989.31
2018-06-01 00:00:00,EWR,Queens,2,25.3,110.0,219.99
2016-04-01 00:00:00,Staten Island,Brooklyn,11,11.64,52.62,578.86
2016-06-01 00:00:00,EWR,Brooklyn,1,29.0,121.38,121.38
2018-06-01 00:00:00,Staten Island,Queens,2,79.32,183.73,367.46
2014-08-01 00:00:00,Staten Island,Brooklyn,16,11.06,38.24,611.79
2015-09-01 00:00:00,Staten Island,N/A,7,23.66,315.88,2211.18
2017-01-01 00:00:00,EWR,Staten Island,1,13.2,48.3,48.3
2018-04-01 00:00:00,Staten Island,EWR,4,15.14,93.49,373.94
2018-07-01 00:00:00,N/A,Unknown,4,2.51,33.33,133.31
2014-05-01 00:00:00,EWR,N/A,10,8.25,29.01,290.15
2015-04-01 00:00:00,EWR,Brooklyn,1,17.63,102.06,102.06
2015-10-01 00:00:00,N/A,Staten Island,3,9.42,35.49,106.48
2017-03-01 00:00:00,EWR,N/A,10,5.93,26.37,263.74
2017-07-01 00:00:00,N/A,Staten Island,3,27.03,44.18,132.54
2015-12-01 00:00:00,N/A,Staten Island,4,26.14,79.01,316.02
2016-12-01 00:00:00,Bronx,Unknown,5,4.18,15.91,79.55
2015-08-01 00:00:00,N/A,Staten Island,2,2.5,9.93,19.86
2016-05-01 00:00:00,Bronx,Staten Island,1,24.8,81.88,81.88
2014-05-01 00:00:00,Staten Island,EWR,2,12.29,135.5,271.0
2015-05-01 00:00:00,N/A,Staten Island,2,6.55,90.79,181.57
2018-01-01 00:00:00,Staten Island,Queens,3,17.55,67.76,203.27
2016-10-01 00:00:00,Bronx,EWR,2,26.82,104.9,209.8
2017-11-01 00:00:00,N/A,Unknown,3,11.16,79.9,239.7
2017-11-01 00:00:00,EWR,Brooklyn,1,28.3,100.3,100.3
2018-05-01 00:00:00,EWR,Unknown,1,0.1,114.35,114.35
2018-07-01 00:00:00,EWR,Bronx,1,22.81,175.3,175.3
2014-01-01 00:00:00,Bronx,Staten Island,2,18.31,76.16,152.32
2014-06-01 00:00:00,Staten Island,Bronx,1,28.8,121.78,121.78
2016-02-01 00:00:00,EWR,N/A,1,15.29,61.3,61.3
2014-08-01 00:00:00,EWR,Bronx,1,26.14,112.5,112.5
2014-01-01 00:00:00,Manhattan,Brooklyn,441423,5.9,24.82,10956546.97
2014-01-01 00:00:00,Unknown,Unknown,161680,2.65,14.29,2310744.75
2014-01-01 00:00:00,Queens,Bronx,9636,14.91,50.33,484998.46
2014-02-01 00:00:00,Manhattan,Unknown,8420,2.39,15.8,133039.73
2014-02-01 00:00:00,N/A,N/A,5032,3.23,35.9,180631.13
2014-03-01 00:00:00,Brooklyn,Brooklyn,237263,2.39,12.35,2929975.21
2014-03-01 00:00:00,N/A,Brooklyn,143,6.78,27.22,3892.4
2014-04-01 00:00:00,Brooklyn,Queens,21206,8.15,29.77,631258.63
2014-04-01 00:00:00,Bronx,N/A,152,12.1,68.39,10395.43
2014-04-01 00:00:00,EWR,Manhattan,38,7.08,30.77,1169.39
2014-05-01 00:00:00,Unknown,Unknown,315497,2.87,15.18,4789344.33
2014-05-01 00:00:00,Manhattan,Staten Island,1899,18.82,75.92,144176.39
2014-05-01 00:00:00,Bronx,Bronx,4764,2.83,13.06,62227.29
2014-05-01 00:00:00,Manhattan,N/A,16930,11.29,73.46,1243714.59
2014-06-01 00:00:00,Brooklyn,Queens,22200,8.27,30.33,673391.92
2014-06-01 00:00:00,Manhattan,Queens,508750,15.75,39.97,20336441.0
2014-06-01 00:00:00,Unknown,Bronx,161,9.19,32.85,5288.07
2014-07-01 00:00:00,Brooklyn,Queens,19714,8.15,29.78,587030.59
2014-07-01 00:00:00,Queens,Bronx,11791,15.08,51.15,603128.19
2014-09-01 00:00:00,Brooklyn,EWR,238,17.53,92.7,22061.87
2014-09-01 00:00:00,Bronx,N/A,127,12.27,59.65,7575.88
2014-09-01 00:00:00,Staten Island,Brooklyn,16,8.93,29.08,465.3
2014-10-01 00:00:00,Manhattan,Bronx,54371,9.67,31.97,1738363.12
2014-10-01 00:00:00,Brooklyn,Staten Island,123,13.21,54.5,6703.71
2014-10-01 00:00:00,Unknown,Bronx,140,9.47,34.28,4798.54
2014-10-01 00:00:00,Brooklyn,N/A,233,16.04,87.4,20363.88
2014-10-01 00:00:00,N/A,Queens,130,12.14,51.03,6634.48
2014-10-01 00:00:00,Bronx,EWR,5,23.67,124.85,624.23
2014-11-01 00:00:00,Brooklyn,Brooklyn,185929,38.21,12.24,2274965.83
2014-11-01 00:00:00,Unknown,Brooklyn,1379,6.04,25.2,34751.73
2014-11-01 00:00:00,Staten Island,Queens,9,22.06,77.26,695.38
2014-11-01 00:00:00,N/A,Bronx,24,6.37,20.28,486.75
2014-11-01 00:00:00,Bronx,EWR,5,19.58,92.3,461.5
2014-12-01 00:00:00,Unknown,Manhattan,22836,2.31,13.78,314713.79
2014-12-01 00:00:00,Manhattan,Unknown,4813,2.53,16.19,77916.57
2014-12-01 00:00:00,Brooklyn,EWR,249,17.4,94.3,23480.86
2014-12-01 00:00:00,N/A,Manhattan,742,3.74,19.25,14280.3
2014-12-01 00:00:00,Staten Island,Brooklyn,17,9.58,33.18,564.14
2015-01-01 00:00:00,Unknown,Unknown,200762,2.7,14.69,2948235.33
2015-01-01 00:00:00,Bronx,Manhattan,3380,4.16,16.85,56942.96
2015-01-01 00:00:00,N/A,Queens,106,9.86,34.39,3645.08
2015-02-01 00:00:00,Manhattan,N/A,12652,11.91,73.83,934157.38
2015-02-01 00:00:00,Bronx,N/A,118,11.47,59.77,7052.34
2015-02-01 00:00:00,Manhattan,Staten Island,1812,18.75,77.19,139864.14
2015-02-01 00:00:00,Brooklyn,Unknown,101,3.54,21.23,2144.55
2015-02-01 00:00:00,Queens,EWR,410,30.32,134.02,54949.95
2015-03-01 00:00:00,Manhattan,N/A,13518,29.65,75.0,1013837.59
2015-03-01 00:00:00,Brooklyn,Queens,17830,7.8,29.45,525171.34
2015-03-01 00:00:00,N/A,EWR,110,9.73,86.12,9472.79
2015-03-01 00:00:00,Staten Island,Queens,7,23.47,70.13,490.93
2015-03-01 00:00:00,Manhattan,Staten Island,1999,18.97,77.21,154340.18
2015-03-01 00:00:00,Unknown,Bronx,186,8.78,31.5,5858.21
2015-04-01 00:00:00,Brooklyn,Queens,16766,7.9,29.13,488412.0
2015-04-01 00:00:00,Unknown,Queens,1595,8.47,36.59,58358.27
2015-05-01 00:00:00,Brooklyn,Manhattan,84117,5.06,23.83,2004775.18
2015-06-01 00:00:00,Manhattan,Manhattan,10198774,7.17,12.65,129002350.37
2015-06-01 00:00:00,Brooklyn,Brooklyn,149865,2.33,12.81,1920060.57
2015-06-01 00:00:00,N/A,Manhattan,546,5.32,27.02,14753.33
2015-07-01 00:00:00,Brooklyn,Staten Island,70,13.21,54.43,3810.35
2015-07-01 00:00:00,Brooklyn,N/A,187,19.6,96.3,18007.7
2015-07-01 00:00:00,Bronx,N/A,140,12.98,62.01,8681.62
2015-08-01 00:00:00,Manhattan,N/A,11526,13.02,76.06,876667.88
2015-08-01 00:00:00,Manhattan,Staten Island,1530,19.19,78.24,119714.22
2015-08-01 00:00:00,Unknown,N/A,102,11.11,79.0,8057.74
2015-08-01 00:00:00,Staten Island,Staten Island,66,4.31,22.14,1461.39
2015-08-01 00:00:00,Staten Island,N/A,16,18.84,117.23,1875.72
2015-09-01 00:00:00,N/A,Brooklyn,49,8.68,38.64,1893.58
2015-09-01 00:00:00,Bronx,Unknown,22,2.46,21.34,469.37
2015-09-01 00:00:00,EWR,N/A,14,6.89,39.15,548.07
2015-10-01 00:00:00,Manhattan,N/A,12680,12.97,76.95,975751.01
2015-10-01 00:00:00,Manhattan,Staten Island,1663,19.31,80.81,134384.48
2015-10-01 00:00:00,Bronx,N/A,128,13.61,69.81,8935.44
2016-01-01 00:00:00,Manhattan,Queens,355334,9.91,39.66,14094294.44
2016-01-01 00:00:00,Unknown,Bronx,111,9.42,35.34,3922.58
2016-02-01 00:00:00,Manhattan,Queens,368833,10.11,40.15,14809300.61
2016-02-01 00:00:00,Bronx,N/A,122,13.47,69.84,8520.91
2016-02-01 00:00:00,Staten Island,Brooklyn,9,4.06,22.28,200.54
2016-03-01 00:00:00,Brooklyn,Brooklyn,138472,2.22,12.49,1729510.9
2016-03-01 00:00:00,Bronx,Queens,301,11.09,42.76,12872.13
2016-03-01 00:00:00,EWR,Brooklyn,1,17.9,72.3,72.3
2016-03-01 00:00:00,Unknown,Bronx,139,8.9,33.54,4661.85
2016-03-01 00:00:00,Staten Island,Queens,5,25.2,96.03,480.17
2016-04-01 00:00:00,Brooklyn,Manhattan,57663,5.09,23.31,1344035.55
2016-04-01 00:00:00,Unknown,Unknown,134571,2.86,15.99,2151435.56
2016-04-01 00:00:00,Bronx,Bronx,5035,2.69,13.53,68122.83
2016-04-01 00:00:00,N/A,Manhattan,310,5.64,26.85,8324.82
2016-05-01 00:00:00,Queens,Manhattan,412298,12.98,51.46,21217249.23
2016-05-01 00:00:00,Manhattan,Brooklyn,394509,36.47,27.34,10785101.87
2016-05-01 00:00:00,N/A,Queens,83,16.02,85.46,7093.15
2016-06-01 00:00:00,N/A,Queens,68,17.85,56.73,3857.37
2016-07-01 00:00:00,Manhattan,Brooklyn,329513,6.03,27.05,8912342.88
2016-07-01 00:00:00,Queens,Queens,175651,5.4,21.36,3752541.85
2016-07-01 00:00:00,N/A,Brooklyn,30,10.82,42.6,1278.06
2016-07-01 00:00:00,Staten Island,Staten Island,570,3.85,22.93,13070.68
2016-07-01 00:00:00,Staten Island,N/A,5,18.96,121.92,609.58
2016-08-01 00:00:00,Queens,Queens,172596,5.66,22.28,3845495.14
2016-08-01 00:00:00,Brooklyn,Manhattan,42532,5.08,23.05,980245.16
2016-08-01 00:00:00,Bronx,Brooklyn,94,14.44,51.41,4832.89
2016-08-01 00:00:00,Unknown,N/A,121,5.96,81.59,9872.21
2016-09-01 00:00:00,N/A,N/A,3031,5.36,53.09,160918.59
2016-09-01 00:00:00,Manhattan,Unknown,2513,3.1,18.45,46356.48
2016-10-01 00:00:00,Queens,Manhattan,366147,15.07,52.72,19303080.4
2016-10-01 00:00:00,Manhattan,N/A,10826,13.32,78.08,845244.57
2016-10-01 00:00:00,Manhattan,Staten Island,1461,18.99,78.98,115394.87
2016-10-01 00:00:00,N/A,Manhattan,246,5.02,29.58,7276.62
2016-11-01 00:00:00,Manhattan,Brooklyn,299201,6.07,27.72,8294186.21
2016-11-01 00:00:00,Queens,N/A,8195,20.73,94.66,775773.05
2016-11-01 00:00:00,Unknown,Brooklyn,932,6.44,29.0,27026.54
2016-11-01 00:00:00,Bronx,Queens,226,11.41,46.26,10455.22
2016-11-01 00:00:00,Queens,Staten Island,486,26.88,91.98,44701.28
2016-12-01 00:00:00,Manhattan,N/A,11865,14.15,80.68,957257.32
2016-12-01 00:00:00,Manhattan,Staten Island,1956,19.23,80.04,156554.8
2016-12-01 00:00:00,EWR,EWR,283,5.37,83.95,23758.03
2017-01-01 00:00:00,Unknown,Unknown,138030,2.74,15.12,2086879.38
2017-01-01 00:00:00,N/A,Manhattan,184,6.79,30.78,5662.93
2017-01-01 00:00:00,Bronx,N/A,101,14.16,62.29,6291.26
2017-01-01 00:00:00,Staten Island,N/A,5,45.6,211.95,1059.74
2017-01-01 00:00:00,Brooklyn,Unknown,36,4.33,22.86,822.91
2017-01-01 00:00:00,Staten Island,Staten Island,394,2.66,18.06,7116.18
2017-02-01 00:00:00,Queens,Queens,122338,5.03,20.43,2498770.91
2017-02-01 00:00:00,Brooklyn,Brooklyn,86612,2.15,12.31,1066221.62
2017-02-01 00:00:00,N/A,Brooklyn,27,8.82,36.28,979.47
2017-03-01 00:00:00,Bronx,Manhattan,2914,3.67,17.16,50017.27
2017-03-01 00:00:00,Queens,EWR,436,32.48,142.5,62129.07
2017-04-01 00:00:00,Queens,Bronx,9894,15.52,54.81,542288.77
2017-04-01 00:00:00,Brooklyn,EWR,121,17.69,97.06,11744.6
2017-05-01 00:00:00,N/A,N/A,2003,6.36,66.49,133178.4
2017-05-01 00:00:00,Queens,EWR,507,32.47,146.49,74268.1
2017-05-01 00:00:00,Unknown,Bronx,126,9.13,37.97,4784.71
2017-05-01 00:00:00,N/A,Staten Island,6,26.06,106.01,636.06
2017-06-01 00:00:00,Queens,Unknown,389,14.08,49.88,19404.64
2017-06-01 00:00:00,N/A,Queens,89,14.51,54.88,4884.67
2017-06-01 00:00:00,Unknown,EWR,78,11.75,100.22,7816.82
2017-07-01 00:00:00,Manhattan,EWR,15180,17.54,95.92,1456026.35
2017-07-01 00:00:00,Bronx,Manhattan,2362,4.18,18.57,43859.53
2017-08-01 00:00:00,Brooklyn,Brooklyn,64106,2.21,12.48,800180.58
2017-08-01 00:00:00,Queens,Unknown,368,12.4,49.81,18330.44
2017-08-01 00:00:00,N/A,EWR,55,8.75,89.82,4939.99
2017-09-01 00:00:00,Brooklyn,Bronx,306,15.32,51.02,15611.44
2017-09-01 00:00:00,Queens,EWR,392,33.01,144.69,56717.15
2017-10-01 00:00:00,Manhattan,Queens,316909,10.58,43.05,13643077.5
2017-10-01 00:00:00,EWR,EWR,186,4.58,89.15,16582.16
2017-12-01 00:00:00,Brooklyn,Bronx,266,15.71,51.45,13686.24
2018-01-01 00:00:00,Unknown,Unknown,128592,2.67,15.04,1934273.23
2018-01-01 00:00:00,Bronx,N/A,62,14.18,83.24,5161.01
2018-03-01 00:00:00,Queens,Queens,133389,5.25,21.61,2882868.53
2018-03-01 00:00:00,Brooklyn,Staten Island,67,14.63,60.37,4044.89
2018-03-01 00:00:00,Brooklyn,N/A,153,17.77,83.09,12712.19
2018-04-01 00:00:00,N/A,Manhattan,192,8.35,37.98,7291.45
2018-04-01 00:00:00,Queens,EWR,475,32.71,145.64,69176.65
2018-04-01 00:00:00,Brooklyn,Unknown,94,5.04,22.65,2128.69
2018-05-01 00:00:00,Queens,Unknown,422,12.61,50.39,21262.61
2018-06-01 00:00:00,N/A,EWR,68,7.74,94.38,6417.75
2018-07-01 00:00:00,Manhattan,Bronx,38245,8.8,31.92,1220958.86
2014-02-01 00:00:00,N/A,Staten Island,5,8.02,30.29,151.46
2014-06-01 00:00:00,Staten Island,Brooklyn,10,7.28,31.4,314.05
2014-08-01 00:00:00,EWR,Brooklyn,1,28.0,91.16,91.16
2015-08-01 00:00:00,Unknown,Staten Island,5,25.68,91.89,459.43
2015-12-01 00:00:00,Manhattan,Unknown,3189,2.68,17.63,56217.34
2015-12-01 00:00:00,EWR,EWR,301,6.38,78.09,23505.69
2017-08-01 00:00:00,EWR,Brooklyn,2,17.02,94.26,188.52
2017-11-01 00:00:00,Queens,N/A,8312,20.88,97.7,812048.23
2017-11-01 00:00:00,Bronx,N/A,73,15.25,87.47,6385.49
2017-11-01 00:00:00,Queens,Staten Island,464,26.53,91.32,42371.23
2018-02-01 00:00:00,Staten Island,Manhattan,7,12.51,47.43,332.02
2014-02-01 00:00:00,EWR,Queens,8,23.61,75.98,607.84
2014-07-01 00:00:00,Staten Island,Brooklyn,18,8.21,29.12,524.12
2015-06-01 00:00:00,EWR,Brooklyn,3,17.68,84.72,254.17
2016-08-01 00:00:00,Staten Island,Brooklyn,11,12.38,39.5,434.53
2014-03-01 00:00:00,EWR,Brooklyn,2,11.59,49.98,99.95
2014-06-01 00:00:00,EWR,Brooklyn,2,17.9,99.47,198.93
2016-04-01 00:00:00,EWR,Brooklyn,1,7.25,30.84,30.84
2016-11-01 00:00:00,Staten Island,Bronx,2,26.96,79.57,159.14
2017-08-01 00:00:00,Bronx,EWR,3,35.04,128.63,385.9
2017-08-01 00:00:00,Staten Island,EWR,2,10.59,91.34,182.67
2014-04-01 00:00:00,Staten Island,Unknown,4,8.2,42.2,168.78
2014-08-01 00:00:00,Bronx,EWR,5,21.72,90.31,451.54
2016-08-01 00:00:00,Unknown,Staten Island,6,16.57,59.91,359.45
2017-04-01 00:00:00,Bronx,Unknown,3,2.42,12.47,37.4
2018-01-01 00:00:00,Bronx,Staten Island,1,32.35,102.58,102.58
2018-07-01 00:00:00,EWR,Brooklyn,2,15.35,98.98,197.96
2017-09-01 00:00:00,EWR,Brooklyn,2,24.45,96.82,193.65
2016-07-01 00:00:00,Bronx,Unknown,3,1.57,7.13,21.4
2018-08-01 00:00:00,Queens,Manhattan,6,14.62,55.84,335.04
2017-04-01 00:00:00,Staten Island,Queens,4,23.95,86.19,344.74
2016-09-01 00:00:00,N/A,Staten Island,1,26.97,157.04,157.04
2014-01-01 00:00:00,Brooklyn,Manhattan,107867,4.93,21.31,2299098.62
2014-01-01 00:00:00,Manhattan,EWR,16475,17.16,87.84,1447142.5
2014-01-01 00:00:00,N/A,Bronx,24,8.89,22.85,548.29
2014-01-01 00:00:00,Unknown,N/A,61,8.07,51.62,3148.6
2014-02-01 00:00:00,Manhattan,N/A,16378,10.73,70.68,1157555.12
2014-02-01 00:00:00,Brooklyn,Queens,19446,7.69,28.52,554527.61
2014-02-01 00:00:00,Manhattan,Staten Island,1954,18.87,74.09,144762.72
2014-02-01 00:00:00,Unknown,Queens,619,9.92,39.61,24515.57
2014-02-01 00:00:00,N/A,Unknown,88,1.86,56.47,4969.59
2014-03-01 00:00:00,Manhattan,Queens,548324,9.69,37.77,20712260.36
2014-03-01 00:00:00,Bronx,Manhattan,4208,4.03,17.06,71801.7
2014-03-01 00:00:00,EWR,EWR,171,6.42,91.23,15600.08
2014-03-01 00:00:00,N/A,EWR,101,10.34,92.01,9293.09
2014-03-01 00:00:00,Brooklyn,EWR,232,17.12,90.47,20990.15
2014-03-01 00:00:00,Unknown,Bronx,55,10.51,36.97,2033.29
2014-04-01 00:00:00,Queens,Queens,172957,5.02,19.53,3378663.17
2014-04-01 00:00:00,Manhattan,Bronx,61099,9.06,31.45,1921556.52
2014-04-01 00:00:00,N/A,Queens,211,11.13,43.3,9135.81
2014-04-01 00:00:00,Bronx,Unknown,49,4.76,18.83,922.45
2014-04-01 00:00:00,Staten Island,Staten Island,76,4.26,23.54,1788.66
2014-05-01 00:00:00,Manhattan,Unknown,12512,2.24,13.62,170430.21
2014-05-01 00:00:00,Queens,Bronx,11212,14.71,50.42,565269.17
2014-05-01 00:00:00,Unknown,N/A,82,7.09,57.84,4742.5
2014-05-01 00:00:00,N/A,Bronx,40,5.96,20.81,832.38
2014-06-01 00:00:00,Queens,Queens,190534,67.13,20.11,3831624.89
2014-06-01 00:00:00,EWR,EWR,270,6.89,85.8,23166.19
2014-07-01 00:00:00,Manhattan,Bronx,52976,9.1,31.85,1687292.0
2014-07-01 00:00:00,Bronx,Bronx,4421,2.9,13.52,59771.83
2014-07-01 00:00:00,Unknown,Bronx,180,9.36,33.45,6021.81
2014-08-01 00:00:00,Manhattan,Queens,469065,173.79,39.25,18411585.52
2014-08-01 00:00:00,Brooklyn,Bronx,548,15.42,50.03,27418.73
2014-08-01 00:00:00,EWR,EWR,280,7.06,72.78,20378.21
2014-08-01 00:00:00,Bronx,Brooklyn,121,14.38,47.37,5732.07
2014-08-01 00:00:00,N/A,Bronx,22,9.55,36.7,807.42
2014-09-01 00:00:00,Brooklyn,Brooklyn,186271,3.44,12.61,2349667.57
2014-09-01 00:00:00,Queens,Bronx,10464,14.77,50.79,531516.0
2014-09-01 00:00:00,Bronx,Unknown,24,5.79,21.7,520.72
2014-10-01 00:00:00,Queens,Queens,179435,21.99,20.1,3606460.23
2014-10-01 00:00:00,Brooklyn,Unknown,156,3.28,19.98,3116.81
2014-10-01 00:00:00,Bronx,Brooklyn,123,13.92,48.03,5908.13
2014-10-01 00:00:00,Staten Island,Manhattan,19,6.42,27.35,519.7
2014-11-01 00:00:00,Queens,Queens,170800,40.45,19.09,3260818.53
2014-11-01 00:00:00,Bronx,Brooklyn,86,13.77,47.27,4065.44
2014-11-01 00:00:00,Brooklyn,EWR,196,17.55,90.78,17793.31
2014-11-01 00:00:00,Unknown,EWR,64,17.17,87.13,5576.34
2014-12-01 00:00:00,Brooklyn,Brooklyn,176160,2.49,12.18,2146268.29
2014-12-01 00:00:00,Manhattan,Staten Island,2255,19.02,76.67,172886.06
2014-12-01 00:00:00,Manhattan,N/A,16255,12.37,74.1,1204555.34
2015-01-01 00:00:00,Unknown,N/A,98,8.07,62.68,6142.42
2015-01-01 00:00:00,Unknown,Staten Island,8,21.29,79.11,632.89
2015-01-01 00:00:00,Staten Island,Queens,8,24.24,82.0,655.99
2015-02-01 00:00:00,Queens,Brooklyn,74485,129.52,44.08,3283428.89
2015-02-01 00:00:00,Manhattan,Unknown,4635,2.5,18.03,83560.75
2015-02-01 00:00:00,Brooklyn,N/A,201,16.05,83.45,16772.51
2015-02-01 00:00:00,N/A,Manhattan,615,3.53,19.68,12103.21
2015-02-01 00:00:00,Brooklyn,Staten Island,101,12.82,51.97,5248.63
2015-02-01 00:00:00,Bronx,Unknown,16,2.35,23.17,370.66
2015-03-01 00:00:00,Manhattan,Unknown,4341,2.6,16.78,72827.53
2015-03-01 00:00:00,N/A,Brooklyn,42,8.56,31.02,1303.03
2015-05-01 00:00:00,Queens,Queens,190609,5.24,20.83,3970099.96
2015-05-01 00:00:00,Manhattan,Bronx,63321,8.92,31.79,2013051.04
2015-06-01 00:00:00,EWR,EWR,241,5.92,78.09,18820.11
2015-06-01 00:00:00,Brooklyn,EWR,157,18.19,96.45,15142.87
2015-06-01 00:00:00,Staten Island,Queens,6,20.34,67.22,403.33
2015-07-01 00:00:00,Manhattan,Bronx,54039,9.03,31.98,1728346.53
2015-07-01 00:00:00,Brooklyn,Unknown,92,3.53,20.74,1908.31
2015-08-01 00:00:00,Unknown,Unknown,118351,2.89,15.7,1857976.55
2015-08-01 00:00:00,Manhattan,Unknown,3747,2.79,17.82,66756.92
2015-09-01 00:00:00,Manhattan,Manhattan,9229400,3.6,12.51,115482562.9
2015-09-01 00:00:00,Brooklyn,Bronx,423,15.1,51.02,21582.6
2015-09-01 00:00:00,Bronx,N/A,124,12.92,65.47,8118.27
2015-09-01 00:00:00,N/A,EWR,83,10.35,84.7,7029.87
2015-10-01 00:00:00,Queens,Manhattan,432705,13.08,51.49,22279069.33
2015-10-01 00:00:00,Manhattan,Unknown,3398,2.66,17.82,60539.5
2015-10-01 00:00:00,EWR,Manhattan,9,13.96,115.29,1037.61
2015-11-01 00:00:00,Bronx,Manhattan,2525,3.95,17.52,44229.0
2016-01-01 00:00:00,Bronx,Queens,259,10.7,41.17,10663.74
2016-02-01 00:00:00,Queens,Manhattan,344899,14.44,50.64,17464681.99
2016-02-01 00:00:00,Bronx,Unknown,17,0.88,25.25,429.31
2016-03-01 00:00:00,N/A,Manhattan,303,6.1,29.93,9069.37
2016-03-01 00:00:00,EWR,EWR,268,6.12,76.04,20379.1
2016-03-01 00:00:00,Brooklyn,EWR,152,17.68,96.62,14686.7
2016-04-01 00:00:00,Queens,Manhattan,384346,12.82,50.7,19486541.84
2016-04-01 00:00:00,Unknown,N/A,107,8.25,83.96,8983.69
2016-04-01 00:00:00,EWR,EWR,248,6.34,83.35,20671.63
2016-04-01 00:00:00,Unknown,Staten Island,8,15.51,72.29,578.28
2016-05-01 00:00:00,Unknown,Manhattan,19167,2.26,14.62,280203.77
2016-05-01 00:00:00,Manhattan,EWR,22397,17.45,94.77,2122590.54
2016-06-01 00:00:00,Brooklyn,Manhattan,54770,5.08,23.48,1286217.68
2016-06-01 00:00:00,Unknown,Bronx,133,9.76,36.46,4848.97
2016-07-01 00:00:00,Manhattan,EWR,17223,17.42,94.16,1621784.55
2016-07-01 00:00:00,Unknown,Manhattan,16494,2.3,14.74,243058.25
2016-07-01 00:00:00,Brooklyn,Queens,11272,7.99,30.51,343893.95
2016-07-01 00:00:00,N/A,EWR,57,9.21,87.96,5013.81
2016-07-01 00:00:00,Bronx,N/A,142,11.71,59.56,8457.88
2016-08-01 00:00:00,Manhattan,Queens,342949,11.21,41.93,14379450.91
2016-08-01 00:00:00,Unknown,Unknown,102171,11.18,17.38,1775458.03
2016-09-01 00:00:00,Manhattan,N/A,10959,13.5,77.81,852734.34
2016-09-01 00:00:00,Unknown,Bronx,138,8.95,34.11,4706.67
2016-09-01 00:00:00,Bronx,Manhattan,2662,4.09,18.92,50355.58
2016-09-01 00:00:00,N/A,Unknown,9,5.87,84.72,762.52
2016-09-01 00:00:00,Manhattan,Staten Island,1431,18.93,78.97,113003.47
2016-10-01 00:00:00,Manhattan,Unknown,2393,3.17,18.81,45019.08
2016-10-01 00:00:00,Bronx,Bronx,4067,2.84,15.18,61731.44
2016-10-01 00:00:00,Unknown,Bronx,131,9.49,43.76,5733.07
2016-10-01 00:00:00,Staten Island,Queens,10,25.0,86.08,860.78
2016-11-01 00:00:00,Manhattan,EWR,19432,17.53,95.58,1857354.42
2016-11-01 00:00:00,Queens,Unknown,418,12.33,48.8,20397.16
2016-11-01 00:00:00,Unknown,EWR,87,10.12,97.22,8458.48
2016-12-01 00:00:00,Queens,Queens,147701,5.05,20.64,3048690.42
2016-12-01 00:00:00,Manhattan,Unknown,2769,2.93,17.19,47591.2
2016-12-01 00:00:00,Staten Island,Queens,6,14.8,44.39,266.31
2017-01-01 00:00:00,Brooklyn,Staten Island,61,12.92,55.54,3387.65
2017-01-01 00:00:00,Brooklyn,N/A,176,19.65,97.23,17111.91
2017-01-01 00:00:00,Unknown,N/A,86,6.52,64.65,5560.06
2017-02-01 00:00:00,Brooklyn,EWR,87,17.6,98.74,8590.64
2017-02-01 00:00:00,N/A,EWR,66,8.64,91.84,6061.4
2017-03-01 00:00:00,Queens,Brooklyn,79770,13.11,46.36,3698312.81
2017-03-01 00:00:00,Unknown,Bronx,147,8.67,41.34,6077.6
2017-03-01 00:00:00,N/A,Queens,72,9.93,38.31,2758.33
2017-04-01 00:00:00,Brooklyn,Brooklyn,96063,2.18,12.41,1192150.35
2017-04-01 00:00:00,Bronx,N/A,129,11.7,55.81,7198.97
2017-04-01 00:00:00,N/A,Bronx,19,8.54,30.21,574.05
2017-05-01 00:00:00,Queens,Brooklyn,88476,12.88,45.89,4059940.92
